YEAR,NATURE,INSTITUTION,COURSE,STUDENT,TYPE,SPONSOR
2010,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Daniel Córdova Christófaro,ORIENTADOR_PRINCIPAL,SIM
2010,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Humberto Junqueira,ORIENTADOR_PRINCIPAL,NAO
2011,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Cláudia Araújo Garcia,ORIENTADOR_PRINCIPAL,NAO
2010,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Michel Barboza Maciel,ORIENTADOR_PRINCIPAL,SIM
2012,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Kênia Simone Werner,ORIENTADOR_PRINCIPAL,SIM
2012,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Celso Faria,ORIENTADOR_PRINCIPAL,SIM
2013,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Renato Teixeira Almeida,ORIENTADOR_PRINCIPAL,NAO
2013,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Reginaldo Martins,ORIENTADOR_PRINCIPAL,SIM
2014,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Stanley Levi Nazareno Fernandes,ORIENTADOR_PRINCIPAL,SIM
2014,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Aline Azevedo Costa,ORIENTADOR_PRINCIPAL,SIM
2015,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Marcos Matturro Foschiera,ORIENTADOR_PRINCIPAL,SIM
2015,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Pedro Henrique Dutra Martins Rocha Elias,ORIENTADOR_PRINCIPAL,SIM
2017,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Marco Teruel Castelón,ORIENTADOR_PRINCIPAL,SIM
2018,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Gustavo Frederico Bracher e Silva,ORIENTADOR_PRINCIPAL,SIM
2019,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Leonardo Souza Amorim,ORIENTADOR_PRINCIPAL,SIM
2016,Dissertação de mestrado,Universidade Federal de Minas Gerais,Música,Carlos Alfeu Guerra Gomes,ORIENTADOR_PRINCIPAL,SIM
2017,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Carlos Ernest Dias,ORIENTADOR_PRINCIPAL,NAO
2017,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Daniel Menezes Lovisi,ORIENTADOR_PRINCIPAL,SIM
2018,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Victor Melo Vale,ORIENTADOR_PRINCIPAL,NAO
2019,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Marcos Matturro Foschiera,ORIENTADOR_PRINCIPAL,SIM
2017,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Humberto Junqueira,ORIENTADOR_PRINCIPAL,SIM
2021,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Filipe Malta,ORIENTADOR_PRINCIPAL,NAO
2021,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Alexandre Gismonti Medeiros Amim,ORIENTADOR_PRINCIPAL,SIM
2019,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Pedro Henrique Dutra Martins Rocha Elias,ORIENTADOR_PRINCIPAL,SIM
2022,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Alfredo Werney Lima Torres,ORIENTADOR_PRINCIPAL,NAO
2020,Tese de doutorado,Universidade Federal de Minas Gerais,Música,Cristiano Braga de Oliveira,ORIENTADOR_PRINCIPAL,NAO
1997,MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,Universidade Federal de Minas Gerais,Especialização Em Educação Musical,Aline Nunes Carneiro,ORIENTADOR_PRINCIPAL,NAO
2009,ORIENTACAO-DE-OUTRA-NATUREZA,Universidade Federal de Minas Gerais,Música,Aulus Rodrigues,CO_ORIENTADOR,SIM
2012,ORIENTACAO-DE-OUTRA-NATUREZA,Universidade Federal de Minas Gerais,Música,Lucas Pimentel Tellles,CO_ORIENTADOR,SIM
2012,ORIENTACAO-DE-OUTRA-NATUREZA,Universidade Federal de Minas Gerais,Música,Luisa Camargo Mitre de Oliveira,CO_ORIENTADOR,SIM
2012,ORIENTACAO-DE-OUTRA-NATUREZA,Universidade Federal de Minas Gerais,Música,Flavio Cravo Resende,CO_ORIENTADOR,SIM
2012,ORIENTACAO-DE-OUTRA-NATUREZA,Universidade Federal de Minas Gerais,Música,Irene Perez Bertachini,CO_ORIENTADOR,SIM
1998,MONOGRAFIA_DE_CONCLUSAO_DE_CURSO_APERFEICOAMENTO_E_ESPECIALIZACAO,Universidade Federal de Minas Gerais,Especialização Em Educação Musical,Edson Goya,CO_ORIENTADOR,NAO
